name	glycemic_index
Grits, cooked, corn or hominy, quick, NS as to fat added in cooking	69.0
Grits, cooked, corn or hominy, regular, fat added in cooking	69.0
Grits, cooked, corn or hominy, regular, fat not added in cooking	69.0
Grits, cooked, corn or hominy, regular, NS as to fat added in cooking	69.0
Grits, cooked, corn or hominy, with cheese, NS as to regular, quick, or instant, NS as to fat added in cooking	69.0
Grits, cooked, flavored, corn or hominy, instant, fat added in cooking	69.0
Grits, cooked, flavored, corn or hominy, instant, fat not added in cooking	69.0
Grits, cooked, flavored, corn or hominy, instant, NS as to fat added in cooking	69.0
Ground beef or patty, breaded, cooked	95.0
Ground beef or patty, cooked, NS as to regular, lean, or extra lean	0.0
Ground beef, extra lean, cooked	0.0
Ground beef, lean, cooked	0.0
Ground beef, raw	0.0
Ground beef, regular, cooked	0.0
Ground meat, NFS	0.0
Guacamole with tomatoes	50.0
Guacamole with tomatoes and chili peppers	50.0
Guacamole, NFS	50.0
Gumdrops	78.0
Haddock, baked or broiled	50.0
Haddock, battered, fried	95.0
Haddock, breaded or battered, baked	95.0
Haddock, cooked, NS as to cooking method	50.0
Haddock, floured or breaded, fried	95.0
Haddock, steamed or poached	0.0
Ham and pork, luncheon meat, chopped, minced, pressed, spiced, canned	50.0
Ham loaf, luncheon meat	50.0
Ham, breaded or floured, fried, lean and fat eaten	95.0
Ham, breaded or floured, fried, lean only eaten	95.0
Ham, breaded or floured, fried, NS as to fat eaten	95.0
Ham, deviled or potted	50.0
Ham, fresh, cooked, lean and fat eaten	0.0
Ham, fresh, cooked, lean only eaten	0.0
Ham, fresh, cooked, NS as to fat eaten	0.0
Ham, fried, lean and fat eaten	50.0
Ham, fried, lean only eaten	0.0
Ham, fried, NS as to fat eaten	50.0
Ham, luncheon meat, chopped, minced, pressed, spiced, lowfat, not canned	50.0
Ham, luncheon meat, chopped, minced, pressed, spiced, not canned	50.0
Ham, pork and chicken, luncheon meat, chopped, minced, pressed, spiced, canned	50.0
Ham, pork, and chicken, luncheon meat, chopped, minced, pressed, spiced, canned, reduced sodium	50.0
Ham, prosciutto	50.0
Ham, rice, and potato soup, Puerto Rican style	51.0
Ham, sliced, extra lean, prepackaged or deli, luncheon meat	50.0
Ham, sliced, low salt, prepackaged or deli, luncheon meat	50.0
Ham, sliced, prepackaged or deli, luncheon meat	50.0
Ham, smoked or cured, canned, lean and fat eaten	50.0
Ham, smoked or cured, canned, lean only eaten	0.0
Ham, smoked or cured, canned, NS as to fat eaten	0.0
Ham, smoked or cured, cooked, lean and fat eaten	50.0
Ham, smoked or cured, cooked, lean only eaten	0.0
Ham, smoked or cured, cooked, NS as to fat eaten	50.0
Ham, smoked or cured, ground patty	50.0
Ham, smoked or cured, low sodium, cooked, lean and fat eaten	50.0
Ham, smoked or cured, low sodium, cooked, NS as to fat eaten	50.0
Hard candy	70.0
Healthy Choice Almond Crunch with raisins, Kellogg's	68.0
Healthy Choice Multi-Grain Flakes, Kellogg's	68.0
Healthy Choice Multi-Grain Squares, Kellogg's	70.0
Herring, baked or broiled	50.0
Herring, pickled	50.0
Herring, raw	0.0
Herring, smoked, kippered	0.0
High calorie beverage, canned or powdered, reconstituted	61.0
High protein bar, candy-like, soy and milk base	56.0
Hominy, cooked, fat added in cooking	40.0
Hominy, cooked, fat not added in cooking	40.0
Hominy, cooked, NS as to fat added in cooking	40.0
Honey	55.0
Honey Bran	72.0
Honey Bunches of Oats	77.0
Honey Bunches of Oats with Almonds, Post	77.0
Honey butter	55.0
Honey Crunch Corn Flakes, Kellogg's	72.0
Honey mustard dressing	50.0
Honey Nut Cheerios	74.0
Honey Smacks	71.0
Honeydew melon, raw	65.0
Honeydew, frozen (balls)	65.0
Huevos rancheros	50.0
Hush puppy	75.5
Ice cream bar or stick, not chocolate covered or cake covered	61.0
Ice cream soda, chocolate	59.5
Ice cream soda, flavors other than chocolate	64.5
Ice cream with sherbet	51.5
Ice cream, NFS	61.0
Ice cream, regular, chocolate	61.0
Ice cream, regular, flavors other than chocolate	61.0
Ice cream, rich, chocolate	37.0
Ice cream, rich, flavors other than chocolate	38.0
Ice cream, soft serve, chocolate	61.0
Ice cream, soft serve, flavors other than chocolate	61.0
Ice cream, soft serve, NS as to flavor	61.0
Ice pop	68.0
Ice, fruit	59.0
Imitation cheese, American or cheddar type	27.0
Imitation cheese, American or cheddar type, low cholesterol	27.0
Imitation mozzarella cheese	27.0
Injera (American-style Ethiopian bread)	72.0
Instant breakfast, fluid, canned	26.0
Instant breakfast, powder, milk added	26.0
Instant soup, noodle	42.0
Instant soup, noodle with egg, shrimp or chicken	42.0
Instant soup, rice	64.0
Italian dressing, low calorie	50.0
Italian dressing, made with vinegar and oil	50.0
Italian dressing, reduced calorie	50.0
Italian dressing, reduced calorie, fat-free	50.0
Italian pie, meatless	60.0
Italian sausage	28.0
Jam, preserves, all flavors	51.0
Jams, preserves, marmalades, dietetic, all flavors, sweetened with artificial sweetener	55.0
Jams, preserves, marmalades, low sugar (all flavors)	55.0
Jams, preserves, marmalades, sweetened with fruit juice concentrates, all flavors	51.0
Jelly, all flavors	51.0
Jelly, dietetic, all flavors, sweetened with artificial sweetener	55.0
Jelly, reduced sugar, all flavors	55.0
Jicama, raw	32.0
Juice drink, low calorie	50.0
Just Right	60.0
Just Right Fruit and Nut (formerly Just Right with raisins, dates, and nuts)	60.0
Kale, cooked, from canned, NS as to fat added in cooking	32.0
Kale, cooked, from fresh, fat added in cooking	32.0
Kale, cooked, from fresh, fat not added in cooking	32.0
Kale, cooked, NS as to form, NS as to fat added in cooking	32.0
Kashi cereal, NS as to ready to eat or cooked	74.0
Kashi, Puffed	74.0
Kiwi fruit, raw	53.0
Kix	81.0
Knockwurst	28.0
Korean dressing or marinade	50.0
Lamb chop, NS as to cut, cooked, lean and fat eaten	0.0
Lamb chop, NS as to cut, cooked, lean only eaten	0.0
Lamb chop, NS as to cut, cooked, NS as to fat eaten	0.0
Lamb, ground or patty, cooked	0.0
Lamb, loin chop, cooked, lean only eaten	0.0
Lamb, NS as to cut, cooked	0.0
Lamb, ribs, cooked, NS as to fat eaten	0.0
Lamb, roast, cooked, lean only eaten	0.0
Lamb, roast, cooked, NS as to fat eaten	0.0
Lasagna with meat and/or poultry	46.0
Lasagna, meatless	46.0
Leek soup, cream of, prepared with milk	27.0
Leek, raw	32.0
Lemon pie filling	48.0
Lemonade	68.0
Lemonade-flavored drink, made from powdered mix, low calorie, with vitamin C added	50.0
Lemonade, low calorie	50.0
Lentil soup	44.0
Lentils, dry, cooked, fat added in cooking	28.3
Lentils, dry, cooked, fat not added in cooking	28.3
Lentils, dry, cooked, NS as to fat added in cooking	28.3
Lettuce salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing	32.0
Lettuce, arugula, raw	32.0
Lettuce, Boston, raw	32.0
Lettuce, cooked, fat not added in cooking	32.0
Lettuce, raw	32.0
Lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing	32.0
Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing	32.0
Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing	32.0
Lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing	32.0
Lettuce, salad with egg, tomato, and/or carrots, with or without other vegetables, no dressing	32.0
Lettuce, wilted, with bacon dressing	32.0
Licorice	78.0
Life (plain and cinnamon)	66.0
Light butter, stick, salted	0.0
Light butter, stick, unsalted	0.0
Light butter, whipped, tub, salted	0.0
Light ice cream, chocolate (formerly ice milk)	50.0
Light ice cream, flavors other than chocolate (formerly ice milk)	50.0
Light ice cream, fudgesicle (formerly ice milk)	50.0
Light ice cream, NFS (formerly ice milk)	50.0
Light ice cream, premium, chocolate (formerly ice milk)	50.0
Light ice cream, premium, flavors other than chocolate (formerly ice milk)	50.0
Light ice cream, soft serve, chocolate (formerly ice milk)	50.0
Light ice cream, soft serve, flavors other than chocolate (formerly ice milk)	50.0
Light ice cream, soft serve, NS as to flavor (formerly ice milk)	50.0
Light ice cream, with sherbet or ice cream (formerly ice milk)	46.0
Lima bean soup	60.0
Lima beans, dry, cooked, fat added in cooking	31.0
Lima beans, dry, cooked, fat not added in cooking	31.0
Lima beans, dry, cooked, NS as to fat added in cooking	31.0
Liqueur with cream	50.0
Liver dumpling	50.0
Liver paste or pate, chicken	50.0
Liver, beef or calves, and onions	50.0
Liver, NS as to type, cooked	50.0
Liverwurst	50.0
Lobster, baked or broiled	50.0
Lobster, cooked, NS as to cooking method	50.0
Lobster, steamed or boiled	50.0
Lobster, without shell, steamed or boiled	50.0
Long rice noodles (made from mung beans) cooked, NS as to fat added in cooking	33.0
Long rice noodles (made from mung beans), cooked, fat added in cooking	33.0
Long rice noodles (made from mung beans), cooked, fat not added in cooking	33.0
Lotus root, cooked, fat not added in cooking	32.0
Luncheon loaf (olive, pickle, or pimiento)	28.0
Luncheon meat, NFS	28.0
M & M's Almond Chocolate Candies	33.0
M & M's Peanut Butter Chocolate Candies	33.0
M & M's Peanut Chocolate Candies	33.0
M & M's Plain Chocolate Candies	43.0
Macaroni and potato soup	62.5
Macaroni or noodles with beans or lentils and tomato sauce	36.3
Macaroni or noodles with cheese	64.0
Macaroni or noodles with cheese and tomato	40.0
Macaroni or noodles with cheese, canned	64.0
Macaroni or noodles with cheese, from boxed mix with already prepared cheese sauce	64.0
Macaroni or noodles with cheese, made from dry mix	64.0
Macaroni salad	45.0
Macaroni, cooked, fat added in cooking	47.0
Macaroni, cooked, fat not added in cooking	47.0
Macaroni, cooked, NS as to fat added in cooking	47.0
Macaroni, cooked, spinach, fat not added in cooking	47.0
Macaroni, cooked, spinach, NS as to fat added in cooking	47.0
Macaroni, cooked, vegetable, fat added in cooking	47.0
Macaroni, cooked, vegetable, fat not added in cooking	47.0
Macaroni, cooked, vegetable, NS as to fat added in cooking	47.0
Macaroni, creamed	50.5
Macaroni, creamed, with cheese	43.4
Macaroni, creamed, with vegetables	41.6
Macaroni, whole wheat, cooked, fat not added in cooking	37.0
Mackerel, baked or broiled	50.0
Mackerel, canned	0.0
Mackerel, cooked, NS as to cooking method	50.0
Mackerel, floured or breaded, fried	95.0
Malt-O-Meal Coco-Roos	77.0
Malt-O-Meal Crispy Rice	82.0
Malt-O-Meal Golden Puffs (formerly Sugar Puffs)	71.0
Malt-O-Meal Honey and Nut Toasty O's	74.0
Malt-O-Meal Puffed Rice	87.0
Malt-O-Meal Puffed Wheat	74.0
Malt-O-Meal Toasted Oat Cereal	74.0
Malt-O-Meal Toasty O's	74.0
Malt-O-meal Tootie Fruities	69.0
Maple and corn and/or cane pancake syrup blends (formerly Corn and maple syrup (2% maple))	19.0
Margarine-like spread, fat free, liquid, salted	50.0
Margarine-like spread, fat free, tub, salted	50.0
Margarine-like spread, liquid, salted	0.0
Margarine-like spread, reduced calorie, about 20% fat, tub, salted	0.0
Margarine-like spread, reduced calorie, about 20% fat, tub, unsalted	0.0
Margarine-like spread, reduced calorie, about 40% fat, stick, salted	0.0
Margarine-like spread, reduced calorie, about 40% fat, tub, salted	50.0
Margarine-like spread, stick, salted	0.0
Margarine-like spread, stick, unsalted	0.0
Margarine-like spread, tub, salted	0.0
Margarine-like spread, tub, sweetened	50.0
Margarine-like spread, tub, unsalted	0.0
Margarine-like spread, whipped, tub, salted	0.0
Margarine, liquid, salted	0.0
Margarine, NFS	0.0
Margarine, stick, salted	50.0
Margarine, stick, unsalted	50.0
Margarine, tub, salted	50.0
Margarine, tub, unsalted	50.0
Margarine, whipped, stick, salted	50.0
Margarine, whipped, tub, salted	50.0
Margarine, whipped, tub, unsalted	50.0
Marmalade, all flavors	48.0
MARS Bar	65.0
Mayonnaise-type salad dressing	50.0
Mayonnaise-type salad dressing, cholesterol-free	50.0
Mayonnaise-type salad dressing, fat-free	50.0
Mayonnaise-type salad dressing, low-calorie or diet	50.0
Mayonnaise-type salad dressing, low-calorie or diet, cholesterol-free	50.0
Mayonnaise, imitation	50.0
Mayonnaise, low-calorie or diet	50.0
Mayonnaise, low-calorie or diet, low sodium	50.0
Mayonnaise, made with tofu	50.0
Mayonnaise, made with yogurt	50.0
Mayonnaise, reduced calorie or diet, cholesterol-free	50.0
Mayonnaise, regular	50.0
Meal replacement bar	39.3
Meal replacement or supplement, liquid, soy-base, high protein	45.0
Meal replacement or supplement, liquid, soy-based	40.0
Meal replacement or supplement, soy- and milk-base, powder, reconstituted with water	40.0
Meal supplement or replacement, commercially prepared, ready-to-drink	50.0
Meal supplement or replacement, milk-based, high protein, liquid	33.0
Meat and corn hominy soup, Mexican style (Pozole)	40.0
Meat loaf made with beef	60.6
Meat loaf made with beef, with tomato-based sauce	55.8
Meat loaf made with chicken or turkey	60.1
Meat spread or potted meat, NFS	50.0
Meat, NFS	0.0
Meatball soup, Mexican style (Sopa de Albondigas)	38.0
Melba toast	70.0
Mettwurst	28.0
Milk beverage with nonfat dry milk and low calorie sweetener, high calcium, water added, chocolate	24.0
Milk beverage with nonfat dry milk and low calorie sweetener, water added, flavors other than chocolate	24.0
Milk beverage, made with whole milk, flavors other than chocolate	35.0
Milk dessert, frozen, chocolate (no butterfat)	61.0
Milk dessert, frozen, flavors other than chocolate (no butterfat)	61.0
Milk dessert, frozen, lowfat, flavors other than chocolate	50.0
Milk dessert, frozen, made with low-calorie sweetener, flavors other than chocolate	50.0
Milk gravy, quick gravy	50.0
Milk shake with malt	53.0
Milk shake, homemade or fountain-type, chocolate	44.0
Milk shake, homemade or fountain-type, flavors other than chocolate	44.0
Milk shake, made with skim milk, chocolate	46.5
Milk shake, made with skim milk, flavors other than chocolate	46.5
Milk shake, NS as to flavor or type	44.0
Milk-based fruit drink	42.5
Milk, calcium fortified, cow's, fluid, 1% fat	32.0
Milk, calcium fortified, cow's, fluid, skim or nonfat	32.0
Milk, chocolate, NFS	37.0
Milk, chocolate, reduced fat milk-based (formerly "lowfat")	37.5
Milk, chocolate, skim milk-based	37.5
Milk, chocolate, whole milk-based	36.0
Milk, condensed, sweetened, diluted	61.0
Milk, condensed, sweetened, NS as to dilution	61.0
Milk, condensed, sweetened, undiluted	61.0
Milk, cow's, fluid, 1% fat	32.0
Milk, cow's, fluid, 2% fat	29.5
Milk, cow's, fluid, acidophilus, 1% fat	32.0
Milk, cow's, fluid, acidophilus, 2% fat	29.5
Milk, cow's, fluid, lactose reduced, 1% fat	32.0
Milk, cow's, fluid, lactose reduced, 1% fat, fortified with calcium	32.0
Milk, cow's, fluid, lactose reduced, 2% fat	29.5
Milk, cow's, fluid, lactose reduced, nonfat	32.0
Milk, cow's, fluid, lactose reduced, nonfat, fortified with calcium	32.0
Milk, cow's, fluid, other than whole, NS as to 2%, 1%, or skim (formerly milk, cow's, fluid, "lowfat", NS as to percent fat)	32.0
Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat	32.0
Milk, cow's, fluid, whole	27.0
Milk, dry, reconstituted, lowfat	32.0
Milk, dry, reconstituted, NFS	32.0
Milk, dry, reconstituted, nonfat	32.0
Milk, dry, reconstituted, whole	27.0
Milk, evaporated, 2% fat, NS as to dilution	27.0
Milk, evaporated, 2% fat, undiluted	27.0
Milk, evaporated, NS as to fat content and dilution	27.0
Milk, evaporated, NS as to fat content and dilution, used in coffee or tea (assume undiluted)	27.0
Milk, evaporated, NS as to fat content, undiluted	27.0
Milk, evaporated, skim, NS as to dilution, used in coffee or tea	32.0
Milk, evaporated, skim, undiluted	32.0
Milk, evaporated, whole, diluted	27.0
Milk, evaporated, whole, NS as to dilution	27.0
Milk, evaporated, whole, NS as to dilution, used in coffee or tea	27.0
Milk, evaporated, whole, undiluted	27.0
Milk, flavors other than chocolate, whole milk-based	35.0
Milk, goat's, fluid, whole	27.0
Milk, imitation, fluid, soy based	40.0
Milk, malted, fortified, chocolate, made with milk	45.0
Milk, malted, fortified, natural flavor, made with milk	45.0
Milk, malted, fortified, NS as to flavor, made with milk	45.0
Milk, malted, unfortified, NS as to flavor, made with milk	45.0
Milk, NFS	29.5
Milk, soy, dry, reconstituted, not baby's	40.0
Milk, soy, ready-to-drink, not baby's	40.0
Milk, vinegar, and sugar dressing	50.0
MILKY WAY Bar	43.0
Millet, cooked, fat not added in cooking	71.0
Millet, puffed	107.0
Minestrone soup, canned, reduced sodium, ready-to-serve	39.0
Minestrone soup, home recipe	39.0
Mixed Drinks (for recipe modifications)	50.0
Mixed nuts, dry roasted	18.0
Mixed nuts, honey-roasted, with peanuts	18.0
Mixed nuts, in shell	18.0
Mixed nuts, NFS	18.0
Mixed nuts, roasted, with peanuts	18.0
Mixed nuts, roasted, without peanuts	22.0
Mixed salad greens, raw	32.0
Mixed vegetables (corn, lima beans, peas, green beans, and carrots), canned, low sodium, fat not added in cooking	42.6
Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from canned, fat added in cooking	41.0
Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from canned, fat not added in cooking	42.6
Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from canned, NS as to fat added in cooking	41.0
Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, fat added in cooking	41.2
Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, fat not added in cooking	42.6
Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, NS as to fat added in cooking	41.2
Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, fat added in cooking	42.6
Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, fat not added in cooking	42.6
Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, NS as to fat added in cooking	42.6
Mortadella	28.0
Mousse, chocolate	34.0
Mousse, not chocolate	34.0
Muesli with apples and almonds, Ralston Purina	49.0
Muesli with raisins, dates, and almonds	49.0
Muesli with raisins, peaches, and pecans	49.0
Mueslix cereal, NFS	48.0
Mueslix Crispy Blend (formerly Mueslix Five Grain Muesli Cereal)	48.0
Mueslix golden crunch cereal	48.0
Mueslix with raisins, walnuts, and cranberries	49.0
Muffin, bran with fruit, lowfat	60.0
Muffin, bran with fruit, no fat, no cholesterol	60.0
Muffin, carrot	62.0
Muffin, chocolate	53.0
Muffin, chocolate chip	53.0
Muffin, English	77.0
Muffin, English, multigrain	43.0
Muffin, English, multigrain, toasted	43.0
Muffin, English, oat bran, toasted	47.0
Muffin, English, toasted	77.0
Muffin, English, wheat bran	71.0
Muffin, English, wheat bran, toasted	71.0
Muffin, English, wheat or cracked wheat	71.0
Muffin, English, wheat or cracked wheat, toasted	71.0
Muffin, English, wheat or cracked wheat, with raisins, toasted	71.0
Muffin, English, whole wheat, 100%, toasted	71.0
Muffin, English, whole wheat, 100%, with raisins, toasted	71.0
Muffin, English, whole wheat, other than 100% or NS as to 100%, toasted	71.0
Muffin, English, whole wheat, other than 100% or NS as to 100%, with raisins, toasted	71.0
Muffin, English, with fruit other than raisins, toasted	77.0
Muffin, English, with raisins	77.0
Muffin, English, with raisins, toasted	77.0
Muffin, fruit and/or nuts	59.0
Muffin, fruit, fat free, cholesterol free	59.0
Muffin, multigrain, with nuts	64.5
Muffin, NFS	61.1
Muffin, oat bran	60.0
Muffin, oat bran with fruit and/or nuts	60.0
Muffin, oatmeal	69.0
Muffin, plain	44.0
Muffin, pumpkin	62.0
Muffin, wheat	60.0
Muffin, wheat bran	60.0
Muffin, whole wheat	60.0
Muffin, zucchini	57.9
Mullet, baked or broiled	50.0
Mullet, floured or breaded, fried	95.0
Multi Bran Chex	58.0
Multi Grain Cheerios	74.0
Multigrain cereal, cooked, fat not added in cooking	36.5
Multigrain mixture, bread sticks, sesame nuggets, pretzels, rye chips	83.0
Mung beans, fat added in cooking	36.5
Mung beans, fat not added in cooking	36.5
Mushroom soup, cream of, canned, NS as to made with milk or water, reduced sodium	27.0
Mushroom soup, cream of, canned, prepared with milk, reduced sodium	27.0
Mushroom soup, cream of, canned, prepared with water, reduced sodium	27.0
Mushroom soup, cream of, canned, undiluted, reduced sodium	27.0
Mushroom soup, cream of, NS as to made with milk or water	27.0
Mushroom soup, cream of, prepared with milk	27.0
Mushroom soup, cream of, prepared with water	27.0
Mushroom soup, cream of, prepared with water, low sodium	27.0
Mushroom, Oriental, cooked, from dried	32.0
Mushrooms, cooked, from canned, fat added in cooking	32.0
Mushrooms, cooked, from canned, fat not added in cooking	32.0
Mushrooms, cooked, from canned, NS as to fat added in cooking	32.0
Mushrooms, cooked, from fresh, fat added in cooking	32.0
Mushrooms, cooked, from fresh, fat not added in cooking	32.0
Mushrooms, cooked, from fresh, NS as to fat added in cooking	32.0
Mushrooms, cooked, from frozen, fat added in cooking	32.0
Mushrooms, cooked, from frozen, NS as to fat added in cooking	32.0
Mushrooms, cooked, NS as to form, fat added in cooking	32.0
Mushrooms, cooked, NS as to form, fat not added in cooking	32.0
Mushrooms, cooked, NS as to form, NS as to fat added in cooking	32.0
Mushrooms, pickled	32.0
Mushrooms, raw	32.0
Mussels, cooked, NS as to cooking method	95.0
Mussels, steamed or poached	50.0
Mustard greens, cooked, from canned, fat added in cooking	32.0
Mustard greens, cooked, from canned, fat not added in cooking	32.0
Mustard greens, cooked, from fresh, fat added in cooking	32.0
Mustard greens, cooked, from fresh, fat not added in cooking	32.0
Mustard greens, cooked, from fresh, NS as to fat added in cooking	32.0
Mustard greens, cooked, from frozen, fat added in cooking	32.0
Mustard greens, cooked, from frozen, fat not added in cooking	32.0
Mustard greens, cooked, from frozen, NS as to fat added in cooking	32.0
Mustard greens, cooked, NS as to form, fat added in cooking	32.0
Mustard greens, cooked, NS as to form, fat not added in cooking	32.0
Mustard pickles	32.0
Natural Bran Flakes, Post (formerly called 40% Bran Flakes, Post)	74.0
Nectarine, raw	42.0
Nonalcoholic malt beverage	36.0
Noodle and potato soup, Puerto Rican style	42.0
Noodle pudding	65.0
Noodle soup with vegetables, Oriental style	40.0
Noodle soup, NFS	42.0
Noodle soup, with fish ball, shrimp, and dark green leafy vegetable	42.0
Noodles, chow mein	50.0
Noodles, cooked, fat added in cooking	42.0
Noodles, cooked, fat not added in cooking	42.0
Noodles, cooked, NS as to fat added in cooking	42.0
Noodles, cooked, spinach, fat added in cooking	42.0
Noodles, cooked, spinach, fat not added in cooking	42.0
Noodles, cooked, spinach, NS as to fat added in cooking	42.0
Noodles, cooked, whole wheat, fat not added in cooking	37.0
Noodles, cooked, whole wheat, NS as to fat added in cooking	37.0
Nougat, chocolate covered	65.0
Nougat, plain	32.0
Nougat, with caramel, chocolate covered	65.0
Nut and Honey Crunch (flakes)	77.0
Nutri-Grain Almond Raisin	66.0
Nutri-Grain Biscuits, Whole Grain Shredded Wheat Cereal	72.5
Nutri-Grain Golden Wheat (formerly Nutri-Grain Wheat)	66.0
Nutrient supplement, milk-based, high protein, powdered, not reconstituted	49.0
Nutty Nuggets, Ralston Purina	71.0
Oat bran cereal, cooked, fat added in cooking	55.0
Oat bran cereal, cooked, fat not added in cooking	55.0
Oat bran cereal, cooked, made with milk, fat not added in cooking	44.2
Oat bran cereal, cooked, NS as to fat added in cooking	55.0
Oat Bran Flakes, Health Valley	67.0
Oat cereal, NFS	74.0
Oat flakes, fortified	67.0
Oat Flakes, Post	67.0
Oatmeal Crisp with Almonds	77.0
Oatmeal with fruit, cooked	58.0
Oatmeal with maple flavor, cooked	58.0
Oatmeal, cooked, instant, fat added in cooking	58.0
Oatmeal, cooked, instant, fat not added in cooking	58.0
Oatmeal, cooked, instant, NS as to fat added in cooking	58.0
Oatmeal, cooked, NS as to regular, quick or instant, fat not added in cooking	58.0
Oatmeal, cooked, NS as to regular, quick or instant; NS as to fat added in cooking	58.0
Oatmeal, cooked, quick (1 or 3 minutes), fat added in cooking	58.0
Oatmeal, cooked, quick (1 or 3 minutes), fat not added in cooking	58.0
Oatmeal, cooked, quick (1 or 3 minutes), NS as to fat added in cooking	58.0
Oatmeal, cooked, regular, fat added in cooking	58.0
Oatmeal, cooked, regular, fat not added in cooking	58.0
Oatmeal, cooked, regular, NS as to fat added in cooking	58.0
Oatmeal, fortified, cooked, instant, fat added in cooking	58.0
Oatmeal, fortified, cooked, instant, fat not added in cooking	58.0
Oatmeal, made with evaporated milk and sugar, Puerto Rican style	53.2
Oatmeal, multigrain, cooked, fat not added in cooking	58.0
Oatmeal, NS as to regular, quick, or instant, made with milk, fat not added in cooking	48.4
Oatmeal, NS as to regular, quick, or instant, made with milk, NS as to fat added in cooking	48.4
Oatmeal, with oat bran, fortified, cooked, instant, fat not added in cooking	58.0
Ocean perch, baked or broiled	50.0
Ocean perch, battered, fried	95.0
Ocean perch, breaded or battered, baked	95.0
Ocean perch, floured or breaded, fried	95.0
Ocean perch, raw	0.0
Octopus, cooked, NS as to cooking method	95.0
Octopus, dried, boiled	50.0
Oh's, Honey Graham	71.0
Okra, cooked, from canned, fat added in cooking	32.0
Okra, cooked, from canned, fat not added in cooking	32.0
Okra, cooked, from fresh, fat added in cooking	32.0
Okra, cooked, from fresh, fat not added in cooking	32.0
Okra, cooked, from fresh, NS as to fat added in cooking	32.0
Okra, cooked, from frozen, fat added in cooking	32.0
Okra, cooked, from frozen, fat not added in cooking	32.0
Okra, cooked, from frozen, NS as to fat added in cooking	32.0
Okra, cooked, NS as to form, fat added in cooking	32.0
Okra, cooked, NS as to form, fat not added in cooking	32.0
Okra, cooked, NS as to form, NS as to fat added in cooking	32.0
Okra, pickled	32.0
Olive oil	0.0
Olives, black	50.0
Olives, green	50.0
Olives, green, stuffed	50.0
Olives, NFS	50.0
Onion, young green, cooked, from fresh, fat added in cooking	32.0
Onion, young green, cooked, from fresh, NS as to fat added in cooking	32.0
Onion, young green, cooked, NS as to form, fat added in cooking	32.0
Onion, young green, cooked, NS as to form, NS as to fat added in cooking	32.0
Onions, from fresh, creamed	30.1
Onions, mature, cooked or sauteed, from fresh, fat added in cooking	32.0
Onions, mature, cooked or sauteed, from frozen, fat added in cooking	32.0
Onions, mature, cooked or sauteed, NS as to form, fat added in cooking	32.0
Onions, mature, cooked, from fresh, fat not added in cooking	32.0
Onions, mature, cooked, from fresh, NS as to fat added in cooking	32.0
Onions, mature, cooked, from frozen, fat not added in cooking	32.0
Onions, mature, cooked, from frozen, NS as to fat added in cooking	32.0
Onions, mature, cooked, NS as to form, fat not added in cooking	32.0
Onions, mature, cooked, NS as to form, NS as to fat added in cooking	32.0
Onions, mature, raw	32.0
Onions, NS as to form, creamed	30.1
Onions, pearl, cooked, from canned	32.0
Onions, pearl, cooked, from fresh	32.0
Onions, pearl, cooked, NS as to form	32.0
Onions, young green, cooked, from fresh, fat not added in cooking	32.0
Onions, young green, cooked, NS as to form, fat not added in cooking	32.0
Onions, young green, raw	32.0
Orange and banana juice	50.0
Orange breakfast drink	68.0
Orange breakfast drink, low calorie	50.0
Orange breakfast drink, made from frozen concentrate	68.0
Orange juice, canned, bottled or in a carton, unsweetened	50.0
Orange juice, canned, bottled or in a carton, with sugar	50.0
Orange juice, freshly squeezed	50.0
Orange juice, frozen, unsweetened (reconstituted with water)	50.0
Orange juice, frozen, unsweetened, not reconstituted	50.0
Orange juice, frozen, with calcium added (reconstituted with water)	50.0
Orange juice, frozen, with sugar (reconstituted with water)	50.0
Orange juice, NFS	50.0
Orange juice, with calcium added, canned, bottled or in a carton, unsweetened	50.0
Orange-cranberry juice drink, low calorie, with vitamin C added	50.0
Orange-white grape-peach juice	50.0
Orange, mandarin, canned or frozen, drained	42.0
Orange, mandarin, canned or frozen, in light syrup	42.0
Orange, mandarin, canned or frozen, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener	42.0
Orange, raw	42.0
Oxtail soup	38.0
Oysters, baked or broiled	50.0
Oysters, battered, fried	95.0
Oysters, canned	50.0
Oysters, cooked, NS as to cooking method	95.0
