name	glycemic_index
Oysters, floured or breaded, fried	95.0
Oysters, raw	50.0
Oysters, smoked	50.0
Palm hearts, cooked (assume fat not added in cooking)	32.0
Pancakes, buckwheat	102.0
Pancakes, cornmeal	67.0
Pancakes, plain	67.0
Pancakes, reduced calorie, high fiber	67.0
Pancakes, sour dough	67.0
Pancakes, whole wheat	67.0
Pancakes, with fruit	67.0
Papaya, cooked or canned, in sugar or syrup	59.0
Papaya, green, cooked	59.0
Papaya, raw	59.0
Parmesan cheese topping, fat free	32.0
Parsley, cooked (assume fat not added in cooking)	32.0
Parsley, raw	32.0
Parsnips, cooked, fat added in cooking	97.0
Parsnips, cooked, fat not added in cooking	97.0
Pasta salad (macaroni or noodles, vegetables, dressing)	45.6
Pasta with carbonara sauce	42.0
Pasta with cheese and meat sauce	52.0
Pasta with cheese and tomato sauce, meatless	40.0
Pasta with meat sauce	52.0
Pasta with tomato sauce and cheese, canned	40.0
Pasta with tomato sauce and meat or meatballs, canned	52.0
Pasta with tomato sauce, meatless	40.0
Pasta, cooked, corn-based, fat not added in cooking	78.0
Pasta, cooked, corn-based, NS as to fat added in cooking	78.0
Pastry, fruit-filled	59.0
Pastry, Italian, with cheese	59.0
Pastry, mainly flour and water, fried	59.0
Pastry, Oriental, made with bean or lotus seed paste filling (baked)	59.0
Pastry, Oriental, made with bean paste and salted egg yolk filling (baked)	59.0
Pastry, puff	59.0
Pastry, puff, custard or cream filled, iced or not iced	59.0
Pea soup, canned, prepared with water, low sodium	66.0
Pea soup, instant type	66.0
Pea soup, NFS	66.0
Pea soup, prepared with milK	46.5
Pea soup, prepared with water	66.0
Peach, cooked or canned, drained solids	42.0
Peach, cooked or canned, in heavy syrup	58.0
Peach, cooked or canned, in light or medium syrup	52.0
Peach, cooked or canned, juice pack	38.0
Peach, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener	58.0
Peach, cooked or canned, unsweetened, water pack	38.0
Peach, frozen, NS as to added sweetener	58.0
Peach, frozen, unsweetened	42.0
Peach, frozen, with sugar	58.0
Peach, raw	42.0
Peaches, baby food, junior	38.0
Peanut bar	23.0
Peanut butter	14.0
Peanut butter, low sodium	14.0
Peanut butter, reduced fat	14.0
Peanut butter, reduced sodium	14.0
Peanut oil	0.0
Peanuts, boiled	14.0
Peanuts, dry roasted, salted	14.0
Peanuts, dry roasted, without salt	14.0
Peanuts, honey-roasted	14.0
Peanuts, in shell, NFS (shell not eaten)	14.0
Peanuts, NFS	14.0
Peanuts, roasted, salted	14.0
Peanuts, roasted, without salt	14.0
Pear, cooked or canned, drained solids	38.0
Pear, cooked or canned, in heavy syrup	43.5
Pear, cooked or canned, in light syrup	25.0
Pear, cooked or canned, juice pack	43.5
Pear, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener	43.5
Pear, Japanese, raw	38.0
Pear, raw	38.0
Peas and carrots, canned, low sodium, fat not added in cooking	47.5
Peas and carrots, cooked, from canned, fat added in cooking	47.5
Peas and carrots, cooked, from canned, fat not added in cooking	47.5
Peas and carrots, cooked, from canned, NS as to fat added in cooking	47.5
Peas and carrots, cooked, from fresh, fat not added in cooking	47.5
Peas and carrots, cooked, from fresh, NS as to fat added in cooking	47.5
Peas and carrots, cooked, from frozen, fat added in cooking	47.5
Peas and carrots, cooked, from frozen, fat not added in cooking	47.5
Peas and carrots, cooked, from frozen, NS as to fat added in cooking	47.5
Peas and carrots, cooked, NS as to form, fat added in cooking	47.5
Peas and carrots, cooked, NS as to form, fat not added in cooking	47.5
Peas and carrots, cooked, NS as to form, NS as to fat added in cooking	47.5
Peas and carrots, from frozen, creamed	37.3
Peas and carrots, NS as to form, creamed	37.3
Peas and corn, cooked, fat not added in cooking	51.0
Peas and corn, cooked, NS as to fat added in cooking	51.0
Peas and onions, cooked, fat added in cooking	40.0
Peas and onions, cooked, fat not added in cooking	40.0
Peas and onions, cooked, NS as to fat added in cooking	40.0
Peas and potatoes, cooked, fat not added in cooking	63.2
Peas with mushrooms, cooked, fat not added in cooking	46.8
Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from canned, fat added in cooking	42.0
Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from canned, fat not added in cooking	42.0
Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from canned, NS as to fat added in cooking	42.0
Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from fresh, fat added in cooking	42.0
Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from fresh, fat not added in cooking	42.0
Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from fresh, NS as to fat added in cooking	42.0
Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from frozen, fat added in cooking	42.0
Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from frozen, fat not added in cooking	42.0
Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, NS as to form, fat added in cooking	42.0
Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, NS as to form, fat not added in cooking	42.0
Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, NS as to form, NS as to fat added in cooking	42.0
Peas, from canned, creamed	38.8
Peas, from fresh, creamed	39.4
Peas, from frozen, creamed	38.8
Peas, green, canned, low sodium, fat not added in cooking	48.0
Peas, green, cooked, from canned, fat added in cooking	48.0
Peas, green, cooked, from canned, fat not added in cooking	48.0
Peas, green, cooked, from canned, NS as to fat added in cooking	48.0
Peas, green, cooked, from fresh, fat added in cooking	48.0
Peas, green, cooked, from fresh, fat not added in cooking	48.0
Peas, green, cooked, from fresh, NS as to fat added in cooking	48.0
Peas, green, cooked, from frozen, fat added in cooking	48.0
Peas, green, cooked, from frozen, fat not added in cooking	48.0
Peas, green, cooked, from frozen, NS as to fat added in cooking	48.0
Peas, green, cooked, NS as to form, fat added in cooking	48.0
Peas, green, cooked, NS as to form, fat not added in cooking	48.0
Peas, green, cooked, NS as to form, NS as to fat added in cooking	48.0
Peas, green, raw	48.0
Pecans	20.0
Pepper steak	46.1
Pepper, banana, raw	32.0
Pepper, hot chili, raw	32.0
Pepper, hot, pickled	32.0
Pepper, poblano, raw	32.0
Pepper, raw, NFS	32.0
Pepper, Serrano, raw	32.0
Pepper, sweet, green, raw	32.0
Pepper, sweet, red, raw	32.0
Peppercorn Dressing	50.0
Pepperoni	28.0
Pepperpot (tripe) soup	38.0
Peppers, green, cooked, fat added in cooking	32.0
Peppers, green, cooked, fat not added in cooking	32.0
Peppers, green, cooked, NS as to fat added in cooking	32.0
Peppers, hot, cooked, from canned, fat added in cooking	32.0
Peppers, hot, cooked, from canned, fat not added in cooking	32.0
Peppers, hot, cooked, from canned, NS as to fat added in cooking	32.0
Peppers, hot, cooked, from fresh, fat added in cooking	32.0
Peppers, hot, cooked, from fresh, fat not added in cooking	32.0
Peppers, hot, cooked, from fresh, NS as to fat added in cooking	32.0
Peppers, hot, cooked, from frozen, fat not added in cooking	32.0
Peppers, hot, cooked, NS as to form, fat added in cooking	32.0
Peppers, hot, cooked, NS as to form, fat not added in cooking	32.0
Peppers, hot, cooked, NS as to form, NS as to fat added in cooking	32.0
Peppers, pickled	32.0
Peppers, red, cooked, fat not added in cooking	32.0
Perch, baked or broiled	50.0
Perch, battered, fried	95.0
Perch, breaded or battered, baked	95.0
Perch, cooked, NS as to cooking method	95.0
Perch, floured or breaded, fried	95.0
Perch, steamed or poached	0.0
Pheasant, cooked	0.0
Pickles, NS as to vegetable	32.0
Pie, apple, diet	59.0
Pie, apple, fried pie	59.0
Pie, apple, individual size or tart	59.0
Pie, apple, one crust	59.0
Pie, apple, two crust	59.0
Pie, apricot, fried pie	59.0
Pie, apricot, two crust	59.0
Pie, banana cream	59.0
Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry, individual size or tart	59.0
Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; one crust	59.0
Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; two crust	59.0
Pie, blackberry, two crust	59.0
Pie, blueberry, individual size or tart	59.0
Pie, blueberry, one crust	59.0
Pie, blueberry, two crust	59.0
Pie, buttermilk	59.0
Pie, cherry, fried pie	59.0
Pie, cherry, individual size or tart	59.0
Pie, cherry, made with cream cheese and sour cream	59.0
Pie, cherry, one crust	59.0
Pie, cherry, two crust	59.0
Pie, chess	59.0
Pie, chocolate cream	59.0
Pie, chocolate cream, individual size or tart	59.0
Pie, chocolate-marshmallow	59.0
Pie, coconut cream	59.0
Pie, coconut cream, individual size or tart	59.0
Pie, custard	59.0
Pie, custard, individual size or tart	59.0
Pie, individual size or tart, NFS	59.0
Pie, lemon (not cream or meringue)	59.0
Pie, lemon (not cream or meringue), individual size or tart	59.0
Pie, lemon cream	59.0
Pie, lemon cream, individual size or tart	59.0
Pie, lemon meringue	59.0
Pie, mince, individual size or tart	59.0
Pie, mince, two crust	59.0
Pie, NFS	59.0
Pie, oatmeal	59.0
Pie, peach, fried pie	59.0
Pie, peach, individual size or tart	59.0
Pie, peach, one crust	59.0
Pie, peach, two crust	59.0
Pie, peanut butter cream	59.0
Pie, pecan	59.0
Pie, pecan, individual size or tart	59.0
Pie, pineapple cream	59.0
Pie, pineapple, individual size or tart	59.0
Pie, pineapple, two crust	59.0
Pie, plum, two crust	59.0
Pie, praline mousse, with nuts	59.0
Pie, prune, one crust	59.0
Pie, pudding, flavors other than chocolate	59.0
Pie, pudding, flavors other than chocolate, with chocolate coating, individual size	59.0
Pie, pumpkin	59.0
Pie, raisin, individual size or tart	59.0
Pie, raisin, two crust	59.0
Pie, raspberry, one crust	59.0
Pie, raspberry, two crust	59.0
Pie, rhubarb, one crust	59.0
Pie, rhubarb, two crust	59.0
Pie, squash	59.0
Pie, strawberry cream	59.0
Pie, strawberry-rhubarb, two crust	59.0
Pie, strawberry, individual size or tart	59.0
Pie, strawberry, one crust	59.0
Pie, sweetpotato	59.0
Pie, Toll house chocolate chip	59.0
Pie, vanilla cream	59.0
Pigeon peas, cooked, NS as to form, fat not added in cooking	22.0
Pike, baked or broiled	50.0
Pimiento	32.0
Pineapple juice-non-citrus juice blend, unsweetened, with added vitamin C	46.0
Pineapple juice, NS as to sweetened or unsweetened	46.0
Pineapple juice, unsweetened	46.0
Pineapple juice, unsweetened, with added Vitamin C	46.0
Pineapple juice, with sugar	46.0
Pineapple-apple-guava juice, with added vitamin C	43.0
Pineapple-grapefruit juice, canned, bottled or in a carton, unsweetened	47.0
Pineapple-orange juice, canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener	48.0
Pineapple-orange juice, canned, unsweetened	48.0
Pineapple-orange juice, frozen (reconstituted with water)	48.0
Pineapple-orange juice, NFS	48.0
Pineapple-orange-banana juice	48.0
Pineapple, cooked or canned, drained solids	59.0
Pineapple, cooked or canned, in heavy syrup	59.0
Pineapple, cooked or canned, in light syrup	59.0
Pineapple, cooked or canned, juice pack	59.0
Pineapple, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener	59.0
Pineapple, cooked or canned, unsweetened, waterpack	59.0
Pineapple, raw	59.0
Pinto, calico, or red Mexican beans, dry, cooked, fat added in cooking	39.0
Pinto, calico, or red Mexican beans, dry, cooked, fat not added in cooking	39.0
Pinto, calico, or red Mexican beans, dry, cooked, NS as to fat added in cooking	39.0
Pizza with meat and fruit, thick crust	36.0
Pizza with meat and fruit, thin crust	30.0
Pizza with meat and vegetables, lowfat, thin crust	30.0
Pizza with meat and vegetables, NS as to type of crust	30.0
Pizza with meat and vegetables, thick crust	36.0
Pizza with meat and vegetables, thin crust	30.0
Pizza with meat, NS as to type of crust	30.0
Pizza with meat, thick crust	36.0
Pizza with meat, thin crust	30.0
Pizza, cheese, NS as to type of crust	60.0
Pizza, cheese, thick crust	60.0
Pizza, cheese, thin crust	60.0
Pizza, cheese, with fruit, thick crust	60.0
Pizza, cheese, with vegetables, NS as to type of crust	49.0
Pizza, cheese, with vegetables, thick crust	49.0
Pizza, cheese, with vegetables, thin crust	49.0
Pizza, no cheese, thick crust	80.0
Plantain, boiled, NS as to green or ripe	39.0
Plantain, fried, NS as to green or ripe	39.0
Planters Peanut Bar	23.0
Plum, cooked or canned, in heavy syrup	39.0
Plum, cooked or canned, in light syrup	39.0
Plum, raw	39.0
Plums, baby food, strained	39.0
Poke greens, cooked, fat added in cooking	32.0
Poke greens, cooked, NS as to fat added in cooking	32.0
Polish sausage	28.0
Pompano, baked or broiled	50.0
Pompano, floured or breaded, fried	95.0
Pompano, raw	0.0
Popcorn, air-popped (no butter or no oil added)	72.0
Popcorn, air-popped, buttered	72.0
Popcorn, flavored	72.0
Popcorn, popped in oil, buttered	72.0
Popcorn, popped in oil, lowfat	72.0
Popcorn, popped in oil, lowfat, low sodium	72.0
Popcorn, popped in oil, unbuttered	72.0
Popcorn, popped in oil, unsalted	72.0
Popcorn, with cheese	72.0
Poppy seed dressing	50.0
Porgy, baked or broiled	50.0
Porgy, battered, fried	95.0
Porgy, breaded or battered, baked	95.0
Porgy, cooked, NS as to cooking method	95.0
Porgy, floured or breaded, fried	95.0
Porgy, raw	0.0
Porgy, steamed or poached	0.0
Pork and beans	48.0
Pork and beef sausage	28.0
Pork and beef sausage, brown and serve, cooked	28.0
Pork and rice soup, stew type, chunky style	51.0
Pork bacon, formed, lean meat added, cooked	50.0
Pork bacon, NS as to fresh, smoked or cured, cooked	50.0
Pork bacon, smoked or cured, cooked	50.0
Pork bacon, smoked or cured, cooked, lean only eaten	50.0
Pork bacon, smoked or cured, lower sodium	50.0
Pork chop, battered, fried, lean and fat eaten	95.0
Pork chop, battered, fried, lean only eaten	95.0
Pork chop, battered, fried, NS as to fat eaten	95.0
Pork chop, breaded or floured, broiled or baked, lean and fat eaten	95.0
Pork chop, breaded or floured, broiled or baked, lean only eaten	95.0
Pork chop, breaded or floured, broiled or baked, NS as to fat eaten	95.0
Pork chop, breaded or floured, fried, lean and fat eaten	95.0
Pork chop, breaded or floured, fried, lean only eaten	95.0
Pork chop, breaded or floured, fried, NS as to fat eaten	95.0
Pork chop, broiled or baked, lean and fat eaten	0.0
Pork chop, broiled or baked, lean only eaten	0.0
Pork chop, broiled or baked, NS as to fat eaten	0.0
Pork chop, fried, lean and fat eaten	0.0
Pork chop, fried, lean only eaten	0.0
Pork chop, fried, NS as to fat eaten	0.0
Pork chop, NS as to cooking method, lean and fat eaten	0.0
Pork chop, NS as to cooking method, lean only eaten	0.0
Pork chop, NS as to cooking method, NS as to fat eaten	0.0
Pork chop, smoked or cured, cooked, lean and fat eaten	0.0
Pork chop, smoked or cured, cooked, lean only eaten	0.0
Pork chop, smoked or cured, cooked, NS as to fat eaten	0.0
Pork chop, stewed, lean and fat eaten	0.0
Pork chop, stewed, lean only eaten	0.0
Pork chop, stewed, NS as to fat eaten	0.0
Pork ears, tail, head, snout, miscellaneous parts, cooked	50.0
Pork liver, braised	50.0
Pork liver, breaded, fried	95.0
Pork liver, cooked, NS as to cooking method	50.0
Pork roast, loin, cooked, lean and fat eaten	0.0
Pork roast, loin, cooked, lean only eaten	0.0
Pork roast, loin, cooked, NS as to fat eaten	0.0
Pork roast, NS as to cut, cooked, lean and fat eaten	0.0
Pork roast, NS as to cut, cooked, lean only eaten	0.0
Pork roast, NS as to cut, cooked, NS as to fat eaten	0.0
Pork roast, smoked or cured, cooked, lean only eaten	0.0
